,Longitude,Latitude
3.75227E+14,-113.6185774,37.874136
3.75228E+14,-113.6974677,37.87441278
3.75228E+14,-113.8021923,37.8744114
3.7523E+14,-113.8302486,37.87496655
3.75239E+14,-113.4727412,37.87747094
3.75239E+14,-113.4727412,37.87747094
3.7524E+14,-113.4724634,37.8777487
3.7524E+14,-113.4727412,37.8777487
3.75242E+14,-113.4849638,37.87830417
3.75245E+14,-113.4841305,37.87913749
3.75246E+14,-113.4838527,37.87941527
3.7525E+14,-113.694412,37.8805238
3.75252E+14,-113.4813527,37.8810819
3.75253E+14,-113.4907974,37.8813596
3.75253E+14,-113.4907974,37.8813596
3.75253E+14,-113.6991344,37.88135706
3.75254E+14,-113.5094089,37.8816372
3.75304E+14,-113.536076,37.8844146
3.75318E+14,-113.5891326,37.88830274
3.75319E+14,-113.582188,37.8885806
3.75324E+14,-113.582188,37.88996947
3.75339E+14,-113.5827437,37.89413604
3.75344E+14,-113.661356,37.8955239
3.75344E+14,-113.6744118,37.8955237
3.75347E+14,-113.6658006,37.89635716
3.75349E+14,-113.7169125,37.89691205
3.75359E+14,-113.6699674,37.89969037
3.75406E+14,-113.5194094,37.9016367
3.7541E+14,-113.6774675,37.90274576
3.75412E+14,-113.69469,37.90330108
3.75412E+14,-113.69469,37.90330108
3.75416E+14,-113.6944122,37.90441217
3.75421E+14,-113.6741341,37.90580129
3.75429E+14,-113.6783009,37.9080234
3.75437E+14,-113.5974663,37.9102466
3.75438E+14,-113.490798,37.9105257
3.75438E+14,-113.6077443,37.91052427
3.7544E+14,-113.6249667,37.91107959
3.75441E+14,-113.675523,37.9113567
3.75446E+14,-113.6199667,37.91274629
3.75447E+14,-113.4524636,37.91302595
3.75451E+14,-113.5974664,37.91413544
3.75451E+14,-113.5974664,37.91413544
3.75506E+14,-113.5824662,37.9183022
3.75515E+14,-113.4582973,37.9208035
3.7553E+14,-113.5788551,37.92496879
3.7553E+14,-113.5788551,37.92496879
3.7553E+14,-113.6108,37.92496838
3.7553E+14,-113.6174668,37.92496829
3.75531E+14,-113.6060777,37.9252462
3.75532E+14,-113.4374635,37.9255258
3.75532E+14,-113.5835774,37.92552428
3.75539E+14,-113.4905205,37.9274698
3.75548E+14,-113.609689,37.92996829
3.75551E+14,-113.4405192,37.93080347
3.75554E+14,-113.4905206,37.9316364
3.75623E+14,-113.4541309,37.93969208
3.75623E+14,-113.4541309,37.93969208
3.75623E+14,-113.4724647,37.93969195
3.75623E+14,-113.4724647,37.93969195
3.75625E+14,-113.5824665,37.9402462
3.75625E+14,-113.6152447,37.94024578
3.75625E+14,-113.6374672,37.94024549
3.75625E+14,-113.6374672,37.94024549
3.75625E+14,-113.6374672,37.94024549
3.75639E+14,-113.5219103,37.9441358
3.75648E+14,-113.555244,37.9466353
3.75707E+14,-113.5082991,37.95135808
3.75714E+14,-113.472465,37.95385834
3.75715E+14,-113.4360751,37.95413638
3.75715E+14,-113.4360751,37.95413638
3.75719E+14,-113.5644109,37.95524615
3.75719E+14,-113.5644109,37.95524615
3.75739E+14,-113.5102438,37.9608023
3.75751E+14,-113.4632983,37.96413599
3.75753E+14,-113.4644094,37.9646915
3.75754E+14,-113.4632983,37.9649693
3.75835E+14,-113.4360756,37.97635817
3.75835E+14,-113.4360756,37.97635817
